figure,Figure 5-P-7
figureTitle,"Install Air Conditioners, Dehumidifiers, and Refrigerators .................................................. 5-P-5"
division,23
divisionName,"Heating, Ventilating, and Air Conditioning"
sourcePage,5-P-7
sourcePdfPage,14

Work Element Description,Unit,Fabricate,Erect and Strip,Clean and Move,Total Hours
23 74 00\nHVAC Equipment,,
Install Window Type Air Conditioners\n(0010) 1/2 to 3/4 ton\n(0020) 1 to 1 1/2 ton\n(0030) 2 ton,Each\nEach\nEach,3.0\n5.0\n7.0
Install Single Package Air Conditioning Units\n(0040) Up to 5 ton\n(0050) 6 to 12 ton\n(0060) 13 to 20 ton,Each\nEach\nEach,24.0\n32.0\n48.0
Install Split System Air Conditioning Units\n(0070) Up to 5 ton\n(0080) 6 to 12 ton\n(0090) 13 to 20 ton\n(0100) Set and connect dehumidifiers (per CF of space),Each\nEach\nEach\nCF,24.0\n32.0\n48.0\n0.0020
Testing—Contracted,,
"Note: Man-hour figures do not include the installation of piping or electric between various pieces of\nequipment, installation of ductwork or diffusers, curbs, or slabs.",,
"Minimum Suggested crew size: one utilitiesman, one electrician, one laborer",,
